daily_closing_price,time
0.3898,2021-06-21 00:00:00.000 UTC
0.366643,2021-06-22 00:00:00.000 UTC
0.407867,2021-06-23 00:00:00.000 UTC
0.429138,2021-06-24 00:00:00.000 UTC
0.394977,2021-06-25 00:00:00.000 UTC
0.399065,2021-06-26 00:00:00.000 UTC
0.411984,2021-06-27 00:00:00.000 UTC
0.426732,2021-06-28 00:00:00.000 UTC
0.453405,2021-06-29 00:00:00.000 UTC
0.461366,2021-06-30 00:00:00.000 UTC
0.440475,2021-07-01 00:00:00.000 UTC
0.439148,2021-07-02 00:00:00.000 UTC
0.44712,2021-07-03 00:00:00.000 UTC
0.45419,2021-07-04 00:00:00.000 UTC
0.436092,2021-07-05 00:00:00.000 UTC
0.458025,2021-07-06 00:00:00.000 UTC
0.481006,2021-07-07 00:00:00.000 UTC
0.43198,2021-07-08 00:00:00.000 UTC
0.441311,2021-07-09 00:00:00.000 UTC
0.430813,2021-07-10 00:00:00.000 UTC
0.447047,2021-07-11 00:00:00.000 UTC
0.428573,2021-07-12 00:00:00.000 UTC
0.417154,2021-07-13 00:00:00.000 UTC
0.415699,2021-07-14 00:00:00.000 UTC
0.398583,2021-07-15 00:00:00.000 UTC
0.376556,2021-07-16 00:00:00.000 UTC
0.381802,2021-07-17 00:00:00.000 UTC
0.382142,2021-07-18 00:00:00.000 UTC
0.360716,2021-07-19 00:00:00.000 UTC
0.34415,2021-07-20 00:00:00.000 UTC
0.37323,2021-07-21 00:00:00.000 UTC
0.377189,2021-07-22 00:00:00.000 UTC
0.390072,2021-07-23 00:00:00.000 UTC
0.406954,2021-07-24 00:00:00.000 UTC
0.411562,2021-07-25 00:00:00.000 UTC
0.418084,2021-07-26 00:00:00.000 UTC
0.429835,2021-07-27 00:00:00.000 UTC
